血統登録番号, 馬名,性別,年齢,状態,厩舎,種牡馬,母名,母父名,毛色,収得賞金,本賞金,着度数,馬主,生産者,状態
2012102617,ニーマルボス,牡,2,在厩,(美)田村康仁,スウェプトオーヴァーボード,ガーネットビコー,フジキセキ,黒鹿,0,0, 0- 0- 0- 0,板橋秋,山際セントラルスタッド,在厩
2012102773,ヤマカツボーイ,牡,2,在厩,(栗)池添兼雄,ハーツクライ,ヤマカツマヤリス,クロフネ,黒鹿,0,0, 0- 0- 0- 0,山田和夫,岡田牧場,在厩
2012102812,タムザブランシュ,牡,2,在厩,(美)相沢郁,リンカーン,ガッダムブランシュ,ミュージックタイム,芦毛,0,0, 0- 0- 0- 0,神田紘爾,神垣道弘,在厩
2012102889,ランドザスターズ,牡,2,在厩,(美)伊藤圭三,スマートボーイ,ホシノユメ,Danehill,鹿毛,0,0, 0- 0- 0- 0,ヒダカ・ブリーダーズ・ユニオン,グランド牧場,在厩
2012102940,ミエノサンキュー,牡,2,在厩,(美)国枝栄,キングカメハメハ,ファインセイコー,サンデーサイレンス,青鹿,0,0, 0- 0- 0- 0,里見美惠子,桜井牧場,在厩
2012102954,ニホンピロビーム,牡,2,在厩,(栗)服部利之,ヴァーミリアン,ニホンピロタルト,オペラハウス,鹿毛,0,0, 0- 0- 0- 0,小林百太郎,佐竹学,在厩
2012103018,スギノクレステージ,牡,2,在厩,(栗)浅見秀一,エンパイアメーカー,サニーサイド,コマンダーインチーフ,黒鹿,0,0, 0- 0- 0- 0,杉山忠国,タイヘイ牧場,在厩
2012103048,ユウキファルコン,牡,2,在厩,(栗)服部利之,アドマイヤコジーン,ユウキフジサン,デュランダル,栗毛,0,0, 0- 0- 0- 0,雪本秀樹,高橋フアーム,在厩
2012103101,サクラアリオン,牡,2,在厩,(栗)羽月友彦,アドマイヤコジーン,サクラワイズ,サクラバクシンオー,芦毛,0,0, 0- 0- 0- 0,さくらコマース,谷岡スタット,在厩
2012103205,ムーンマジェスティ,牡,2,不在,(美)尾形充弘,アドマイヤムーン,ベストオブミー,ブライアンズタイム,栗毛,0,0, 0- 0- 0- 0,伊東純一,千代田牧場,不在
2012103218,アキトオリオン,牡,2,在厩,(栗)清水久詞,ハービンジャー,メイクヒストリー,サンデーサイレンス,鹿毛,0,0, 0- 0- 0- 0,岡田昭利,千代田牧場,在厩
2012103306,クピド,牡,2,不在,(美)伊藤伸一,ダンスインザダーク,ラブリーコンサート,ブライアンズタイム,鹿毛,0,0, 0- 0- 0- 0,ミルファーム,友田牧場,不在
2012103328,フェリチターレ,牡,2,不在,(美)牧光二,ヤマニンセラフィム,コンドルウイング,エルコンドルパサー,鹿毛,0,0, 0- 0- 0- 1,西村和夫,西村和夫,不在
2012103426,アイオシルケン,牡,2,在厩,(栗)西橋豊治,ヴリル,メモリージュエル,アーミジャー,黒鹿,0,0, 0- 0- 0- 0,石川美代子,原フアーム,在厩
2012103546,コウエイイプシロン,牡,2,在厩,(栗)山内研二,ニューイングランド,マイディアガビー,ヘクタープロテクター,栗毛,0,0, 0- 0- 0- 0,伊東政清,前田牧場,在厩
2012103634,ルグランパントル,牡,2,在厩,(美)栗田博憲,マツリダゴッホ,ザッツザウェイ,フサイチコンコルド,鹿毛,0,0, 0- 0- 0- 0,ノルマンディーサラブレッドレーシング,岡田スタツド,在厩
2012103657,トーセンモバイル,牡,2,不在,(美)小笠倫弘,キングカメハメハ,トーセンリリー,アンバーシヤダイ,鹿毛,0,0, 0- 0- 0- 0,島川隆哉,岡田スタツド,不在
2012103721,トーホウバード,牡,2,在厩,(栗)川村禎彦,ステイゴールド,トーホウローマン,Hennessy,黒鹿,0,0, 0- 0- 0- 0,東豊物産,竹島幸治,在厩
2012103784,プラトンイミシャン,牡,2,不在,(美)粕谷昌央,ステイゴールド,アルケミー,コロナドズクエスト,鹿毛,0,0, 0- 0- 0- 0,池谷誠一,上水牧場,不在
2012103796,フォワードカフェ,牡,2,在厩,(美)小島太,マンハッタンカフェ,ベストブート,"Storm Boot",黒鹿,0,0, 0- 0- 0- 0,西川恭子,上水牧場,在厩
2012104188,デヴァスタシオン,牡,2,在厩,(栗)鮫島一歩,ゼンノロブロイ,カチバ,"Sir Cat",栃栗,0,0, 0- 0- 0- 0,一村哲也,社台ファーム,在厩
2012104371,キスザスターズ,牡,2,在厩,(美)加藤征弘,キンシャサノキセキ,ブレスマイスターズ,ホワイトマズル,鹿毛,0,0, 0- 0- 0- 0,P.G.ファッジ,社台ファーム,在厩
2012104464,マンゴジェリー,牡,2,在厩,(美)田島俊明,ネオユニヴァース,ランペルティーザ,トワイニング,鹿毛,0,0, 0- 0- 0- 0,窪田康志,社台ファーム,在厩
2012104510,ネオスターダム,牡,2,在厩,(栗)石坂正,ネオユニヴァース,アドマイヤキラメキ,エンドスウィープ,黒鹿,0,0, 0- 0- 0- 0,一村哲也,ノーザンファーム,在厩
2012104628,ヴェルステルキング,牡,2,不在,(栗)友道康夫,サクラバクシンオー,サルスエラ,マンハッタンカフェ,鹿毛,0,0, 0- 0- 0- 0,佐々木主浩,ノーザンファーム,不在
2012104645,レッドリーガル,牡,2,不在,(栗)笹田和秀,ファルブラヴ,ショウダウン,Darshaan,鹿毛,0,0, 0- 0- 0- 0,東京ホースレーシング,ノーザンファーム,不在
2012104681,コウソクコーナー,牡,2,在厩,(美)畠山吉宏,サクラバクシンオー,ストリートパレード,"Seeking the Gold",鹿毛,0,0, 0- 0- 0- 0,野崎昭夫,ノーザンファーム,在厩
2012104759,シュヴァルグラン,牡,2,不在,(栗)友道康夫,ハーツクライ,ハルーワスウィート,Machiavellian,栗毛,0,0, 0- 0- 0- 0,佐々木主浩,ノーザンファーム,不在
2012104778,キングパール,牡,2,在厩,(栗)中内田充,キングカメハメハ,ピンクパピヨン,サンデーサイレンス,黒鹿,0,0, 0- 0- 0- 0,H.H.シェイク・ファハド,ノーザンファーム,在厩
2012104809,アンタラジー,牡,2,不在,(美)萩原清,ディープインパクト,プリティカリーナ,"Seeking the Gold",黒鹿,0,0, 0- 0- 0- 0,池谷誠一,ノーザンファーム,不在
2012104830,ジェイポップ,牡,2,在厩,(栗)吉田直弘,クロフネ,ポップス,サンデーサイレンス,鹿毛,0,0, 0- 0- 0- 0,シルク,ノーザンファーム,在厩
2012104840,マコトグナイゼナウ,牡,2,在厩,(栗)鮫島一歩,サクラバクシンオー,マコトキンラン,サンデーサイレンス,青鹿,0,0, 0- 0- 0- 0,ディアマント,ノーザンファーム,在厩
2012104937,エンリケ,牡,2,在厩,(栗)大久保龍,クロフネ,ローカス,トニービン,青鹿,0,0, 0- 0- 0- 0,丸山担,ノーザンファーム,在厩
2012105161,コスモアルドラ,牡,2,在厩,(美)水野貴広,スペシャルウィーク,アルザナー,"Mark of Esteem",鹿毛,0,0, 0- 0- 0- 0,岡田繁幸,帰山清貴,在厩
2012105181,ユウシンガー,牡,2,在厩,(栗)森秀行,フサイチリシャール,ユウキャラット,ウイニングチケット,芦毛,0,0, 0- 0- 0- 0,アイテツ,鎌田正嗣,在厩
2012105192,ハヤブサロックオン,牡,2,在厩,(栗)鮫島一歩,ネオユニヴァース,ユウサンポリッシュ,エルセニョール,鹿毛,0,0, 0- 0- 0- 0,武田修,ガーベラパークスタツド,在厩
2012105402,タイセイレグルス,牡,2,不在,(美)池上昌弘,アルデバラン2,シャンパンセラー,マンハッタンカフェ,鹿毛,0,0, 0- 0- 0- 0,田中成奉,辻牧場,不在
2012105502,ウルドシャトル,牡,2,不在,(栗)小崎憲,フォーティナイナーズサン,サツマガイア,タイキシャトル,栗毛,0,0, 0- 0- 0- 0,谷和光彦,ひるかわ育成牧場,不在
2012105550,エイシンアトラス,牡,2,在厩,(栗)田所秀孝,ゼンノロブロイ,エイシンセーリング,"Fit to Fight",鹿毛,0,0, 0- 0- 0- 0,栄進堂,まるとみ冨岡牧場,在厩
2012105764,シゲルダンジリ,牡,2,在厩,(栗)坂口正則,アドマイヤジャパン,グラスジュリ,グラスワンダー,栗毛,0,0, 0- 0- 0- 0,森中蕃,王蔵牧場,在厩
2012105847,メイショウオオラカ,牡,2,在厩,(栗)小野幸治,ファスリエフ,カネトシバニラ,Kheleyf,鹿毛,0,0, 0- 0- 0- 0,松本好雄,高昭牧場,在厩
2012105953,ワールドカップ,牡,2,在厩,(栗)柴田光陽,ヴァーミリアン,キャッチアシーフ,グラスワンダー,黒鹿,0,0, 0- 0- 0- 0,小島將之,大北牧場,在厩
2012106041,マツリダアンバター,牡,2,在厩,(栗)南井克巳,ブラックタイド,デューン,アグネスデジタル,黒鹿,0,0, 0- 0- 0- 0,高橋文枝,バンブー牧場,在厩
2012106289,ナンヨーアイリッド,牡,2,不在,(美)斎藤誠,ケイムホーム,シンコウベルデ,トニービン,栗毛,0,0, 0- 0- 0- 0,中村徳也,三好牧場,不在
2012106435,カシノランド,牡,2,在厩,(栗)梅内忍,ロージズインメイ,キシュウウインド,フォーティナイナー,黒鹿,0,0, 0- 0- 0- 0,柏木務,日西牧場,在厩
2012106437,ワンダーグロワール,牡,2,在厩,(栗)梅内忍,ショウナンカンプ,ランドローリエ,"Danzig Connection",鹿毛,0,0, 0- 0- 0- 0,山本信行,日西牧場,在厩
2012109105,シンボリマティス,牡,2,不在,(美)石毛善彦,デュランダル,スイートアマリリス,サクラバクシンオー,鹿毛,0,0, 0- 0- 0- 0,シンボリ牧場,シンボリ牧場,不在
2012109118,ユピテル,牡,2,在厩,(美)武市康男,スウェプトオーヴァーボード,スイートペルシーク,"Persian Bold",黒鹿,0,0, 0- 0- 0- 0,ミルファーム,シンボリ牧場,在厩
2012100244,ウインマジュール,牡,2,在厩,(美)高木登,ダイワメジャー,ダイイチビビット,トニービン,鹿毛,0,0, 0- 0- 0- 0,ウイン,コスモヴューファーム,在厩
2012100246,ウインアーマー,牡,2,在厩,(栗)中村均,タニノギムレット,ピサノサンデー,サンデーサイレンス,栗毛,0,0, 0- 0- 0- 0,ウイン,コスモヴューファーム,在厩
2012100388,ナカヤマレジェンド,牡,2,在厩,(美)二ノ宮敬,ステイゴールド,レビューナカヤマ,"Mountain Cat",黒鹿,0,0, 0- 0- 0- 0,和泉憲一,大栄牧場,在厩
2012100525,タガノレジェンド,牡,2,在厩,(栗)松田博資,ウォーエンブレム,フーラクサ,Linamix,青鹿,0,0, 0- 0- 0- 0,八木良司,新冠タガノファーム,在厩
2012100539,ダンスオーレ,牡,2,在厩,(美)黒岩陽一,ダンスインザダーク,スペシャルアラート,Gulch,鹿毛,0,0, 0- 0- 0- 0,吉田喬,新冠橋本牧場,在厩
2012100633,シゲルアオイマツリ,牡,2,在厩,(栗)鈴木孝志,タニノギムレット,ディープキッス,アグネスタキオン,黒鹿,0,0, 0- 0- 0- 0,森中蕃,ハクツ牧場,在厩
2012100639,トウカイバレット,牡,2,在厩,(栗)安田隆行,ネオユニヴァース,オータムブリーズ,ティンバーカントリー,黒鹿,0,0, 0- 0- 0- 0,内村正則,ハシモトフアーム,在厩
2012101172,サンチュータ,牡,2,在厩,(美)小野次郎,ケイムホーム,リトルジュリエット,ワイルドラッシュ,黒鹿,0,0, 0- 0- 0- 0,加藤信之,賀張中川牧場,在厩
2012101232,フクノグリュック,牡,2,在厩,(美)杉浦宏昭,ダンスインザダーク,チヨノビンコ,フレンチデピュティ,鹿毛,0,0, 0- 0- 0- 0,福島祐子,ケイズ,在厩
2012101515,ピンストライプ,牡,2,在厩,(栗)中内田充,バゴ,アバヤ,"Storm Cat",青鹿,0,0, 0- 0- 0- 0,H.H.シェイク・モハメド,ダーレー・ジャパン・ファーム,在厩
2012101884,アスラン,牡,2,抹消,(栗)作田誠二,スリーロールス,パールチケット,ウイニングチケット,黒鹿,0,0, 0- 0- 0- 0,松岡研司,宝寄山忠則,抹消
2012101950,スマートシルフ,牡,2,在厩,(栗)松田国英,マンハッタンカフェ,ウッドウインド,ティンバーカントリー,黒鹿,0,0, 0- 0- 0- 0,大川徹,増尾牧場,在厩
2012101961,クリノスーアンコー,牡,2,在厩,(栗)藤沢則雄,デュランダル,クリノビリオネア,ディアブロ,青鹿,0,0, 0- 0- 0- 0,栗本博晴,三輪牧場,在厩
2012101964,キーセーブ,牡,2,在厩,(美)武市康男,スクリーンヒーロー,ラガーカーニバル,ヘクタープロテクター,栗毛,0,0, 0- 0- 0- 0,北前孔一郎,村下秀明,在厩
2012102071,エースオブエース,牡,2,在厩,(美)小笠倫弘,バゴ,オンワードアリーテ,コマンダーインチーフ,黒鹿,0,0, 0- 0- 0- 0,前田晋二,北島牧場,在厩
2012102543,ディファースト,牡,2,不在,(栗)松田博資,アドマイヤムーン,ミシシッピーミス,"Distinctive Pro",鹿毛,0,0, 0- 0- 0- 0,大八木信行,水上習孝,不在
2012102907,ダイメイコンドル,牡,2,在厩,(栗)浜田多実,ヴァーミリアン,ラガーエレガンス,ジェイドロバリー,黒鹿,0,0, 0- 0- 0- 0,宮本孝一,今牧場,在厩
2012103129,コスモナインボール,牡,2,在厩,(美)和田雄二,ハイアーゲーム,シックスポケット,Charismatic,鹿毛,0,0, 0- 0- 0- 0,ビッグレッドファーム,大典牧場,在厩
2012103138,タイセイエナジー,牡,2,在厩,(美)二ノ宮敬,ゼンノロブロイ,アールヌーヴォー,ブライアンズタイム,栗毛,0,0, 0- 0- 0- 0,田中成奉,千代田牧場,在厩
2012103157,ノースウィナー,牡,2,在厩,(栗)角田晃一,カネヒキリ,サトノローズヒップ,タイキシャトル,栗毛,0,0, 0- 0- 0- 0,吉澤克己,千代田牧場,在厩
2012103165,コメート,牡,2,在厩,(美)土田稔,ブラックタイド,ジューンブライド,アフリート,黒鹿,0,0, 0- 0- 0- 0,ケンレーシング組合,千代田牧場,在厩
2012103188,アレグロン,牡,2,在厩,(美)小野次郎,ゼンノロブロイ,ハピネスフォーユー,"A.P. Indy",栗毛,0,0, 0- 0- 0- 0,栗坂崇,千代田牧場,在厩
2012103408,サトノファンタス,牡,2,在厩,(美)鹿戸雄一,ステイゴールド,レディインディ,"A.P. Indy",鹿毛,0,0, 0- 0- 0- 0,里見治,服部牧場,在厩
2012103484,スピリッツミノル,牡,2,在厩,(栗)南井克巳,ディープスカイ,バアゼルクローバー,ラムタラ,栗毛,0,0, 0- 0- 0- 0,吉岡實,フジワラフアーム,在厩
2012103974,アニジャード,牡,2,在厩,(美)高柳瑞樹,ハービンジャー,ヴァルパライソ,サンデーサイレンス,黒鹿,0,0, 0- 0- 0- 0,窪田康志,社台コーポレーション白老ファーム,在厩
2012103988,ソールインパクト,牡,2,在厩,(美)戸田博文,ディープインパクト,クリームオンリー,"Exchange Rate",芦毛,0,0, 0- 0- 0- 0,窪田康志,社台コーポレーション白老ファーム,在厩
2012104159,エミネスク,牡,2,在厩,(美)牧光二,ネオユニヴァース,エミネントピークス,ティンバーカントリー,栗毛,0,0, 0- 0- 0- 0,社台レースホース,社台ファーム,在厩
2012104161,カリエンテス,牡,2,不在,(美)田中剛,メイショウサムソン,エメラルドアイル,サンデーサイレンス,鹿毛,0,0, 0- 0- 0- 0,島川利子,社台ファーム,不在
2012104164,ミュゼエイリアン,牡,2,在厩,(美)黒岩陽一,スクリーンヒーロー,エールスタンス,エルコンドルパサー,鹿毛,0,0, 0- 0- 0- 0,高橋仁,社台ファーム,在厩
2012104170,ミュゼメルノワール,牡,2,在厩,(美)大江原哲,スウェプトオーヴァーボード,オメガスターライト,ジェニュイン,芦毛,0,0, 0- 0- 0- 0,高橋仁,社台ファーム,在厩
2012104366,カヴァッロ,牡,2,不在,(美)大和田成,ワイルドラッシュ,ブライダルスイート,サンデーサイレンス,鹿毛,0,0, 0- 0- 0- 0,小村アセットM,社台ファーム,不在
2012104375,ダイワダーウィン,牡,2,在厩,(美)田中剛,ダンスインザダーク,プラウドウイングス,"Dashing Blade",栗毛,0,0, 0- 0- 0- 0,大城敬三,社台ファーム,在厩
2012104617,ココスタイル,牡,2,在厩,(栗)松田国英,ネオユニヴァース,ココシュニック,クロフネ,芦毛,0,0, 0- 0- 0- 0,林正道,ノーザンファーム,在厩
2012104698,アグスタ,牡,2,不在,(美)田村康仁,ゼンノロブロイ,ソニンク,Machiavellian,鹿毛,0,0, 0- 0- 0- 0,寺田寿男,ノーザンファーム,不在
2012104735,サトノラーゼン,牡,2,在厩,(栗)池江泰寿,ディープインパクト,トゥーピー,Intikhab,鹿毛,0,0, 0- 0- 0- 0,里見治,ノーザンファーム,在厩
2012104772,ジャズファンク,牡,2,在厩,(栗)角田晃一,ハービンジャー,ピサノグラフ,サンデーサイレンス,鹿毛,0,0, 0- 0- 0- 0,市川義美,ノーザンファーム,在厩
2012105060,メイショウケイウン,牡,2,在厩,(栗)高橋亮,シルバーチャーム,レディーデイ,タイキシャトル,鹿毛,0,0, 0- 0- 0- 0,松本好雄,赤田牧場,在厩
2012105158,ミスタービッグ,牡,2,在厩,(栗)森秀行,プリサイスエンド,オータムリーフ,アーミジャー,鹿毛,0,0, 0- 0- 0- 0,田畑富子,小倉牧場,在厩
2012105688,スティールブルグ,牡,2,不在,(美)浅野洋一,ヨハネスブルグ,キセキスティール,フジキセキ,鹿毛,0,0, 0- 0- 0- 0,井上啓子,日本中央競馬会日高育成牧場,不在
2012105773,ワンダースパイア,牡,2,不在,(栗)小崎憲,サウスヴィグラス,カイロローズ,"Sadler's Wells",青鹿,0,0, 0- 0- 0- 0,山本能行,大島牧場,不在
2012105873,ニシノクラッチ,牡,2,在厩,(美)尾形和幸,ケイムホーム,ニシノマオ,サクラバクシンオー,黒鹿,0,0, 0- 0- 0- 0,西山茂行,高昭牧場,在厩
2012106003,シゲルヒノクニ,牡,2,在厩,(栗)目野哲也,パイロ,シゲルウエンセン,ジャングルポケット,栗毛,0,0, 0- 0- 0- 0,森中蕃,中村雅明,在厩
2012106162,シュンクルーズ,牡,2,在厩,(美)畠山重則,タイキシャトル,タイキミューズ,スペシャルウィーク,黒鹿,0,0, 0- 0- 0- 0,村田滋,パカパカファーム,在厩
2012106252,ハイアーヴォルト,牡,2,在厩,(美)尾形充弘,メイショウボーラー,リングフィンガー,ニホンピロウイナー,鹿毛,0,0, 0- 0- 0- 0,伊東純一,昭和牧場,在厩
2012106424,ナンゴクオージ,牡,2,在厩,(美)加藤和宏,パイロ,セイウンヒメラギ,コマンダーインチーフ,黒鹿,0,0, 0- 0- 0- 0,平本敏夫,川上牧場,在厩
2012109182,テイエムクロウサギ,牡,2,在厩,(栗)五十嵐忠,ブラックタイド,テイエムナチュラル,トウカイテイオー,鹿毛,0,0, 0- 0- 0- 0,竹園正繼,テイエム牧場,在厩
2012102504,オルフィーク,牝,2,在厩,(美)小桧山悟,ヴァーミリアン,バディ,ワイルドラッシュ,青鹿,0,0, 0- 0- 0- 1,加藤徹,本桐牧場,在厩
2012101079,エスティノーヴァ,牝,2,在厩,(美)成島英春,トーセンファントム,アードゥイン,Diesis,鹿毛,0,0, 0- 0- 0- 0,エスティファーム,エスティファーム,在厩
2012101969,ダズリングダンサー,牝,2,在厩,(美)小桧山悟,ダンスインザダーク,シルクブルームーン,ブライアンズタイム,栗毛,0,0, 0- 0- 0- 0,本杉芳郎,メイプルファーム,在厩
2012103423,レミネンス,牝,2,在厩,(美)中野栄治,ジャイアントレッカー,セイザンアゲイン,マルゼンスキー,鹿毛,0,0, 0- 0- 0- 1,桐谷茂,原フアーム,在厩
2012105834,スピールダンジュ,牝,2,不在,(栗)目野哲也,スウェプトオーヴァーボード,フィーユドノワール,クロフネ,芦毛,0,0, 0- 0- 0- 1,津村圭一,桑田牧場,不在
2012106341,エールドゥソレイユ,牝,2,不在,(美)的場均,トワイニング,ファイヤームーン,ビッグサンデー,栗毛,0,0, 0- 0- 0- 0,林勝宗,レースホース,不在
2012101091,エスティエッキー,牝,2,在厩,(美)成島英春,トーセンファントム,トーセンエキコ,ジェイドロバリー,黒鹿,0,0, 0- 0- 0- 0,エスティファーム,エスティファーム,在厩
2012103119,グランドデザイン,牝,2,在厩,(栗)村山明,パイロ,アーバンクイーン,サクラバクシンオー,黒鹿,0,0, 0- 0- 0- 0,西村新一郎,田原橋本牧場,在厩
2012103922,ボストンヴィーナス,牝,2,不在,(栗)岩元市三,ヴィクトリー,ボストンメリー,マンハッタンカフェ,黒鹿,0,0, 0- 0- 0- 0,ボストンホース,吉田牧場,不在
2012105721,ダイゴサクラ,牝,2,不在,(栗)坂口正則,メイショウボーラー,タガノブルードレス,フジキセキ,鹿毛,0,0, 0- 0- 0- 0,岡田宏二,市川フアーム,不在
2012101058,ナムラマミー,牝,2,在厩,(栗)目野哲也,ディープインパクト,ナムラミーティア,サクラバクシンオー,鹿毛,0,200, 0- 0- 1- 1,奈村信重,いとう牧場,在厩
2012101085,トーセンマリオン,牝,2,不在,(美)中川公成,トーセンブライト,スティールシャーク,シンボリクリスエス,栗毛,0,0, 0- 0- 0- 0,島川隆哉,エスティファーム,不在
2012101669,フレンドマキシマム,牝,2,不在,(美)岩戸孝樹,スズカマンボ,メジロアダーラ,フレンチデピュティ,鹿毛,0,0, 0- 0- 0- 0,保谷フミ子,中館牧場,不在
2012102533,ガールズライン,牝,2,在厩,(栗)目野哲也,ヴァーミリアン,エーシンブランディ,ダンスインザダーク,芦毛,0,180, 0- 0- 1- 0,吉永清美,松本牧場,在厩
2012103391,ナムラサラ,牝,2,在厩,(栗)目野哲也,カンパニー,ニュートラディション,Wolfhound,栗毛,0,0, 0- 0- 0- 1,奈村信重,八田ファーム,在厩
2012104535,アールブリュット,牝,2,不在,(美)戸田博文,Makfi,イグジビットワン,"Silver Hawk",鹿毛,400,700, 1- 0- 0- 0,キャロットファーム,ノーザンファーム,不在
2012105480,スラリーアイス,牝,2,不在,(美)小桧山悟,オレハマッテルゼ,クレスコラブリー,アフリート,黒鹿,0,0, 0- 0- 0- 0,川島吉男,信岡牧場,不在
2012110045,エクシードリミッツ,牝,2,在厩,(栗)須貝尚介,"Exceed And Excel","Welsh Diva",Selkirk,栗毛,0,0, 0- 0- 0- 1,吉田和美,"Ballymooney Foods Ltd",在厩
2012100200,アドバンスクィーン,牝,2,不在,(美)小桧山悟,ファルブラヴ,スペシャルウィッチ,スペシャルウィーク,黒鹿,0,0, 0- 0- 0- 0,アドバンス・サッポロ,競優牧場,不在
2012100961,サンクタリリアス,牝,2,在厩,(美)田中清隆,スウェプトオーヴァーボード,シルクアンフィニ,ブライアンズタイム,芦毛,0,255, 0- 0- 1- 1,ミルファーム,ラツキー牧場,在厩
2012101029,ペネトレイト,牝,2,在厩,(美)和田雄二,ネオユニヴァース,シアトルブリッジ,スキャン,鹿毛,0,0, 0- 0- 0- 1,青山英昭,新井昭二,在厩
2012101068,シゲルヨサコイ,牝,2,不在,(美)伊藤圭三,ホワイトマズル,ホホエミ,バブルガムフェロー,鹿毛,0,0, 0- 0- 0- 0,森中蕃,今井牧場,不在
2012101879,スカイルピナス,牝,2,不在,(美)小桧山悟,ディープスカイ,トノノオナリー,スペシャルウィーク,栗毛,0,0, 0- 0- 0- 0,大久保典義,碧雲牧場,不在
2012102527,ザキス,牝,2,在厩,(美)手塚貴久,ロッコウオロシ,ハチノヨウニサス,"War Chant",鹿毛,0,0, 0- 0- 0- 2,ミルファーム,前田宗将,在厩
2012102970,デンバー,牝,2,在厩,(美)星野忍,ソングオブウインド,ベルモントナウシカ,アジュディケーティング,青鹿,0,0, 0- 0- 0- 1,桐谷茂,静内坂本牧場,在厩
2012104077,トリノレージョ,牝,2,在厩,(美)田中剛,ディープインパクト,ディーバ,"Crafty Prospector",鹿毛,0,0, 0- 0- 0- 0,サンデーレーシング,社台コーポレーション白老ファーム,在厩
2012104516,シラユキ,牝,2,在厩,(栗)高野友和,クロフネ,アドマイヤフッキー,フジキセキ,芦毛,0,280, 0- 1- 0- 0,ワタナベホールディングス,ノーザンファーム,在厩
2012104545,シェーンハイト,牝,2,抹消,(美)斎藤誠,バゴ,ヴァイスハイト,アドマイヤベガ,青毛,0,0, 0- 0- 0- 0,キャロットファーム,ノーザンファーム,抹消
2012104684,コンフェッシオン,牝,2,不在,(栗)中竹和也,ダイワメジャー,ストールンハート,Stuka,栗毛,0,0, 0- 0- 0- 1,シルク,ノーザンファーム,不在
2012104850,ヘイジーブロンド,牝,2,在厩,(美)斎藤誠,フレンチデピュティ,マッチザピース,ジェイドロバリー,栗毛,0,0, 0- 0- 0- 0,サンデーレーシング,ノーザンファーム,在厩
2012105308,ランギ,牝,2,不在,(美)田中清隆,ヴァーミリアン,レディマハロ,フォーティナイナー,鹿毛,0,0, 0- 0- 0- 0,ミルファーム,駿河牧場,不在
2012105496,カナラズカナラズ,牝,2,在厩,(美)粕谷昌央,ジャングルポケット,ニンナナンナ,"Unbridled's Song",鹿毛,0,0, 0- 0- 0- 1,小田切有一,日の出牧場,在厩
2012105816,オウキュウ,牝,2,不在,(栗)日吉正和,プリサイスエンド,ブライティアバード,"Forest Wildcat",青鹿,0,75, 0- 0- 0- 2,重松國建,北俣牧場,不在
2012100018,モンサンビアンカ,牝,2,不在,(美)菊沢隆徳,キンシャサノキセキ,エーピーサルート,エーピーダンサー,芦毛,0,0, 0- 0- 0- 0,山下新一,秋田牧場,不在
2012100042,アラホウジョウ,牝,2,在厩,(美)高橋裕,マンハッタンカフェ,アラマサダンサー,ダンシングブレーヴ,黒鹿,0,0, 0- 0- 0- 1,アラキファーム,アラキフアーム,在厩
2012100210,ゲルズ,牝,2,在厩,(美)小野次郎,エンパイアメーカー,タケカワルキューレ,ダンスインザダーク,鹿毛,0,0, 0- 0- 0- 0,杉澤光雄,小泉牧場,在厩
2012100211,タマモカチューシャ,牝,2,在厩,(美)水野貴広,マツリダゴッホ,チャームキャップ,キャプテンスティーヴ,鹿毛,0,0, 0- 0- 0- 0,タマモ,小泉牧場,在厩
2012100213,キミトアエタキセキ,牝,2,抹消,(栗)清水久詞,ネオユニヴァース,プラントパラダイス,パラダイスクリーク,青鹿,0,0, 0- 0- 0- 0,山口正行,小泉牧場,抹消
2012100225,ウインマハロ,牝,2,不在,(美)斎藤誠,マツリダゴッホ,イクスキューズ,ボストンハーバー,鹿毛,0,0, 0- 0- 0- 0,ウイン,コスモヴューファーム,不在
2012100229,ウインアキレア,牝,2,在厩,(栗)加用正,コンデュイット,コスモヴァレンチ,マイネルラヴ,鹿毛,0,180, 0- 0- 1- 0,ウイン,コスモヴューファーム,在厩
2012100304,ショッキングカラー,牝,2,不在,(美)相沢郁,サムライハート,セイカパンジー,ダンシングブレーヴ,黒鹿,0,0, 0- 0- 0- 0,長谷川彰,シンユウフアーム,不在
2012100339,パイグリン,牝,2,不在,(栗)飯田雄三,ステイゴールド,パイアン,Cozzene,鹿毛,0,0, 0- 0- 0- 0,西森鶴,隆栄牧場,不在
2012100343,ソニック,牝,2,在厩,(栗)坂口正則,ネオユニヴァース,プリッシーブリッチーズ,Kingmambo,栗毛,0,0, 0- 0- 0- 1,高瀬牧場,高瀬牧場,在厩
2012100344,ビバサンライズ,牝,2,在厩,(美)中野栄治,タニノギムレット,ローレルプリンセス,サンデーサイレンス,鹿毛,0,0, 0- 0- 0- 0,桐谷茂,高瀬牧場,在厩
2012100358,グレイスミノル,牝,2,不在,(栗)本田優,バゴ,シャンハイレディ,シャンハイ,青鹿,0,0, 0- 0- 0- 0,吉岡實,武田牧場,不在
2012100415,ラウレアワヒネ,牝,2,不在,(栗)池添兼雄,グラスワンダー,プリティタヤス,マーベラスサンデー,栗毛,0,0, 0- 0- 0- 0,横瀬兼二,対馬正,不在
2012100417,マイティディーバ,牝,2,不在,(美)和田正道,バトルプラン,ラヴリゼット,ジャングルポケット,黒鹿,0,0, 0- 0- 0- 0,古賀和夫,対馬正,不在
