血統登録番号, 馬名,性別,年齢,状態,厩舎,種牡馬,母名,母父名,毛色,収得賞金,本賞金,着度数,馬主,生産者,状態
2012100975,ボーベルレーヌ,牝,2,在厩,(栗)加用正,シンボリクリスエス,ラインレジーナ,サクラバクシンオー,黒鹿,0,0, 0- 0- 0- 0,ローレルレーシング,若林牧場,在厩
2012101088,トーセンブルース,牝,2,不在,(美)木村哲也,ジャングルポケット,セシルブルース,エルコンドルパサー,黒鹿,0,0, 0- 0- 0- 0,島川隆哉,エスティファーム,不在
2012101108,トーセンメリッサ,牝,2,在厩,(美)加藤征弘,トーセンブライト,トーセンマドンナ,マンハッタンカフェ,青毛,0,0, 0- 0- 0- 0,島川隆哉,エスティファーム,在厩
2012101126,ヴィクトリースノー,牝,2,在厩,(美)武井亮,スウェプトオーヴァーボード,カネスヴィバーチェ,ネオユニヴァース,芦毛,0,0, 0- 0- 0- 0,古賀慎一,大江牧場,在厩
2012101205,アズマクィーン,牝,2,在厩,(栗)河内洋,アドマイヤムーン,ハートオブクィーン,ジョリーズヘイロー,鹿毛,0,0, 0- 0- 0- 0,東哲次,木村牧場,在厩
2012101361,ダンツストーン,牝,2,在厩,(栗)池添兼雄,タイキシャトル,トリアノンパレス,"Smart Strike",栗毛,0,0, 0- 0- 0- 0,山元哲二,下河辺牧場,在厩
2012101434,モエルア,牝,2,不在,(美)栗田徹,エンパイアメーカー,リリーポンド,"Grand Slam",黒鹿,0,0, 0- 0- 0- 0,山口功一郎,白井牧場,不在
2012101462,タマモイヤリング,牝,2,在厩,(栗)角田晃一,ブラックタイド,タマモピアス,キングカメハメハ,黒鹿,0,0, 0- 0- 0- 0,タマモ,スマイルファーム,在厩
2012101760,マロンミルフィーユ,牝,2,在厩,(美)和田雄二,スペシャルウィーク,フェルナンディーナ,ノーザンテースト,栗毛,0,0, 0- 0- 0- 0,加納大志,長谷川牧場,在厩
2012101774,アーリーズベル,牝,2,不在,(美)浅野洋一,タニノギムレット,ビューティグロー,サツカーボーイ,栃栗,0,0, 0- 0- 0- 0,浜本牧場,浜本牧場,不在
2012101809,バイオレットフィズ,牝,2,不在,(栗)飯田祐史,タニノギムレット,プライムオブユース,"Deputy Minister",黒鹿,0,0, 0- 0- 0- 0,中山速水,日高大洋牧場,不在
2012101815,ナスカザン,牝,2,在厩,(美)鈴木伸尋,ダイワメジャー,ルーズブルーマーズ,"Deputy Minister",鹿毛,0,0, 0- 0- 0- 0,小山田満,日高大洋牧場,在厩
2012101883,シゲルウチワマツリ,牝,2,在厩,(栗)柴田光陽,ザール,ツルノゴゼン,アグネスゴールド,鹿毛,0,0, 0- 0- 0- 0,森中蕃,宝寄山忠則,在厩
2012102214,コイノツナワタリ,牝,2,不在,(美)谷原義明,カミツキ,クロカミノマイ,コマンダーインチーフ,鹿毛,0,0, 0- 0- 0- 0,泉一郎,吉野政敏,不在
2012102296,ルアンジュ,牝,2,在厩,(栗)笹田和秀,マンハッタンカフェ,サッカーマム,Kingmambo,青毛,0,0, 0- 0- 0- 0,ロードホースクラブ,ケイアイファーム,在厩
2012102299,ユウユウ,牝,2,不在,(美)高柳瑞樹,ロードアルティマ,レディアマポーラ,パントレセレブル,栗毛,0,0, 0- 0- 0- 0,中村祐子,ケイアイファーム,不在
2012102321,マラカイトスター,牝,2,在厩,(美)伊藤伸一,シニスターミニスター,シークレットソング,カリズマティック,栗毛,0,0, 0- 0- 0- 0,本間茂,斉藤スタッド,在厩
2012102348,アンブリカル,牝,2,在厩,(美)清水英克,マンハッタンカフェ,ディアマンティナ,"Seeking the Gold",青鹿,0,0, 0- 0- 0- 0,上野直樹,下屋敷牧場,在厩
2012102371,パールヴァティー,牝,2,不在,(美)伊藤大士,タイキシャトル,アルアメント,"Sadler's Wells",黒鹿,0,0, 0- 0- 0- 0,チャンピオンズファーム,田上稔,不在
2012102572,ギンザジャンヌ,牝,2,在厩,(美)水野貴広,デュランダル,ローレルウィッチ,エルコンドルパサー,黒鹿,0,0, 0- 0- 0- 0,有馬博文,三石橋本牧場,在厩
2012102576,アゲート,牝,2,在厩,(栗)西橋豊治,フサイチリシャール,クィーンヘイロー,トウカイテイオー,芦毛,0,0, 0- 0- 0- 0,岩崎僖澄,三石ビクトリーファーム,在厩
2012102597,カゼノカオリ,牝,2,在厩,(栗)浅見秀一,ゼンノロブロイ,デスピュートロマン,"Gone West",鹿毛,0,0, 0- 0- 0- 0,杉山忠国,明治牧場,在厩
2012102612,ハーティタイトル,牝,2,在厩,(美)石毛善彦,サムライハート,イケタイトル,ヤマニンゼファー,芦毛,0,0, 0- 0- 0- 0,フジワラ・ファーム,森俊雄,在厩
2012102729,ナムラカグヤヒメ,牝,2,在厩,(栗)目野哲也,エンパイアメーカー,ナムラウタヒメ,フォーティナイナー,鹿毛,0,0, 0- 0- 0- 0,奈村信重,漆原哲雄,在厩
2012102792,キタサンロングラン,牝,2,不在,(栗)須貝尚介,アドマイヤムーン,キタサンヒボタン,フジキセキ,黒鹿,0,0, 0- 0- 0- 0,大野商事,カタオカステーブル,不在
2012102905,キュウデン,牝,2,在厩,(美)佐藤吉勝,ファルブラヴ,チアズスワロー,フレンチデピュティ,栗毛,0,0, 0- 0- 0- 0,重松國建,今牧場,在厩
2012103079,パルパルパピヨン,牝,2,不在,(美)尾形和幸,ゴールドアリュール,ビジューブリアン,メジロマックイーン,鹿毛,0,0, 0- 0- 0- 0,堀口晴男,田中裕之,不在
2012103118,アップリズム,牝,2,在厩,(美)和田雄二,パイロ,アシュワー,Diktat,鹿毛,0,0, 0- 0- 0- 0,西村新一郎,田原橋本牧場,在厩
2012103442,ジェイケイバゴ,牝,2,在厩,(美)本間忍,バゴ,ジェイケイカフェ,マンハッタンカフェ,黒鹿,0,0, 0- 0- 0- 0,小谷野次郎,藤川フアーム,在厩
2012103451,ノンリケット,牝,2,在厩,(栗)千田輝彦,ディープスカイ,クリスビーナス,シンボリクリスエス,栗毛,0,0, 0- 0- 0- 0,大塚亮一,藤沢牧場,在厩
2012103681,テイア,牝,2,不在,(美)尾関知人,マヤノトップガン,ロココスタイル,サンデーサイレンス,鹿毛,0,0, 0- 0- 0- 0,ミルファーム,岡田スタツド,不在
2012103696,トウケイワイルド,牝,2,在厩,(栗)高橋亮,ゴールドアリュール,ユーワアクトレス,"Devil's Bag",栗毛,0,0, 0- 0- 0- 0,木村信彦,坂本智広,在厩
2012103786,クリノケンパイ,牝,2,在厩,(栗)大根田裕,デュランダル,エアステビア,Woodman,青鹿,0,0, 0- 0- 0- 0,栗本博晴,上水牧場,在厩
2012103884,アポロオウレン,牝,2,在厩,(美)岩戸孝樹,ロッコウオロシ,カサブランカリリー,テイエムオペラオー,黒鹿,0,0, 0- 0- 0- 0,アポロサラブレッドクラブ,真壁信一,在厩
2012104004,ステイハッピー,牝,2,在厩,(美)田島俊明,ステイゴールド,スプレッドスマイル,Bianconi,栗毛,0,0, 0- 0- 0- 0,サンデーレーシング,追分ファーム,在厩
2012104121,ルノンキュール,牝,2,不在,(美)藤沢和雄,ゼンノロブロイ,アドヴァーシティ,"Seeking the Gold",黒鹿,0,0, 0- 0- 0- 0,山本剛史,社台ファーム,不在
2012104175,オランジュバトー,牝,2,在厩,(美)蛯名利弘,クロフネ,オレンジシュプール,ジャングルポケット,芦毛,0,0, 0- 0- 0- 0,井手慶祐,社台ファーム,在厩
2012104201,クイーンコメット,牝,2,不在,(美)伊藤圭三,ファルブラヴ,クイーンアイリス,ダンスインザダーク,鹿毛,0,0, 0- 0- 0- 0,社台レースホース,社台ファーム,不在
2012104334,トーセンラブリー,牝,2,在厩,(美)菅原泰夫,ゼンノロブロイ,パドプロブレム,"Dixieland Band",栗毛,0,0, 0- 0- 0- 0,島川隆哉,社台ファーム,在厩
2012104361,オージーアイドル,牝,2,在厩,(美)栗田徹,スニッツェル,フレンチアイドル,フレンチデピュティ,鹿毛,0,0, 0- 0- 0- 0,窪田康志,社台ファーム,在厩
2012104435,ミルファンティ,牝,2,不在,(美)矢野英一,クロフネ,ミルフィオリ,サンデーサイレンス,芦毛,0,0, 0- 0- 0- 0,社台レースホース,社台ファーム,不在
2012104555,エアルナ,牝,2,不在,(栗)吉村圭司,ハービンジャー,エアパスカル,ウォーエンブレム,栗毛,0,0, 0- 0- 0- 0,ラッキーフィールド,ノーザンファーム,不在
2012104583,シャンデリアハウス,牝,2,不在,(栗)牧浦充徳,ヴァーミリアン,カーリーエンジェル,ジヤツジアンジエルーチ,黒鹿,0,0, 0- 0- 0- 0,サンデーレーシング,ノーザンファーム,不在
2012104733,トーセンビクトリー,牝,2,不在,(栗)角居勝彦,キングカメハメハ,トゥザヴィクトリー,サンデーサイレンス,鹿毛,0,0, 0- 0- 0- 0,島川隆哉,ノーザンファーム,不在
2012104757,カービングパス,牝,2,在厩,(美)藤沢和雄,ハービンジャー,ハッピーパス,サンデーサイレンス,鹿毛,0,0, 0- 0- 0- 0,サンデーレーシング,ノーザンファーム,在厩
2012104802,クローソー,牝,2,不在,(栗)平田修,ハービンジャー,ブリトマルティス,スペシャルウィーク,鹿毛,0,0, 0- 0- 0- 0,大島昌也,ノーザンファーム,不在
2012104920,ペンタプリズム,牝,2,不在,(美)高柳瑞樹,メイショウサムソン,ルミナスポイント,アグネスタキオン,青鹿,0,0, 0- 0- 0- 0,サンデーレーシング,ノーザンファーム,不在
2012105074,サンエバレット,牝,2,不在,(美)土田稔,フォーティナイナーズサン,グレースグロリアス,キンググローリアス,黒鹿,0,0, 0- 0- 0- 0,加藤信之,今井秀樹,不在
2012105329,アルボルデヴィダ,牝,2,在厩,(栗)飯田祐史,ジャイアントレッカー,ロングパイル,スペシャルウィーク,鹿毛,0,0, 0- 0- 0- 0,泉一郎,高野牧場,在厩
2012105397,パワーウーマン,牝,2,不在,(栗)昆貢,ハービンジャー,エンキャンタドゥ,Rahy,栗毛,0,0, 0- 0- 0- 0,寺田千代乃,辻牧場,不在
2012105486,ツァーリーナ,牝,2,在厩,(美)大久保洋,エンパイアメーカー,ペイドリン,Pulpit,鹿毛,0,0, 0- 0- 0- 0,窪田康志,信岡牧場,在厩
2012105607,タキオンレディー,牝,2,在厩,(栗)柴田光陽,クロフネ,キョウエイタキオン,アグネスタキオン,栗毛,0,0, 0- 0- 0- 0,宮内牧場,宮内牧場,在厩
2012105641,マテルドロローザ,牝,2,在厩,(美)高橋祥泰,メイショウボーラー,ミラクルケープ,フォーティナイナー,栗毛,0,0, 0- 0- 0- 0,ミルファーム,ミルファーム,在厩
2012105716,プリンセスルビー,牝,2,在厩,(美)松永康利,アドマイヤジャパン,ラベルビジュー,ティンバーカントリー,青鹿,0,0, 0- 0- 0- 0,スリースターズレーシング,秋場牧場,在厩
2012105724,マヤジョワイユ,牝,2,不在,(栗)大橋勇樹,シンボリクリスエス,マヤラブハート,チーフベアハート,鹿毛,0,0, 0- 0- 0- 0,まの,市川フアーム,不在
2012105742,シゲルヨマツリ,牝,2,在厩,(栗)藤沢則雄,ストーミングホーム,シゲルバツグン,ジェニュイン,鹿毛,0,0, 0- 0- 0- 0,森中蕃,馬道繁樹,在厩
2012105784,クリノメンタンピン,牝,2,在厩,(栗)作田誠二,チーフベアハート,カルチェラタン,トニービン,栗毛,0,0, 0- 0- 0- 0,栗本博晴,荻伏三好フアーム,在厩
2012105900,トリアンドルス,牝,2,在厩,(美)松山将樹,マツリダゴッホ,デヴェロッペ,ボストンハーバー,栗毛,0,0, 0- 0- 0- 0,ディアレスト,小島牧場,在厩
2012106077,ウォーターアイリス,牝,2,在厩,(栗)河内洋,アドマイヤムーン,サクセスイザベラ,サクラバクシンオー,栗毛,0,0, 0- 0- 0- 0,山岡良一,伏木田牧場,在厩
2012106128,シアワセノキザシ,牝,2,在厩,(栗)浜田多実,ハービンジャー,シアワセナンダッケ,フジキセキ,鹿毛,0,0, 0- 0- 0- 0,窪田康志,吉田ファーム,在厩
2012106221,フィールドスラッピ,牝,2,不在,(栗)坂口正則,ヴァーミリアン,フィールドスピカ,パラダイスクリーク,鹿毛,0,0, 0- 0- 0- 0,ダイヤモンドファーム,ダイヤモンドファーム,不在
2012109109,サカジロビューティ,牝,2,在厩,(栗)白井寿昭,シンボリクリスエス,スイートクラフティ,"Crafty Prospector",鹿毛,0,0, 0- 0- 0- 0,ロイヤルパーク,シンボリ牧場,在厩
2012109155,ヒマラヤテンカ,牝,2,在厩,(美)小桧山悟,スクワートルスクワート,ニシノココロ,マイネルラヴ,青毛,0,0, 0- 0- 0- 0,辻大作,片山建治,在厩
2012109201,コウザンキサス,牝,2,在厩,(栗)目野哲也,ダンツシアトル,キサスキサスキサス,シアトルダンサー2,栗毛,0,0, 0- 0- 0- 0,山下良子,戸田ゆり子,在厩
2012100019,パンプキンパイ,牝,2,在厩,(栗)西橋豊治,ステイゴールド,クリスティーナサンチェス,"El Prado",栗毛,0,0, 0- 0- 0- 0,山本茂,秋田牧場,在厩
2012100041,イシス,牝,2,在厩,(美)高橋裕,キングヘイロー,アラマサスナイパー,ステイゴールド,青鹿,0,0, 0- 0- 0- 0,M・Kenichiホールディング,アラキフアーム,在厩
2012100073,アルマエルモ,牝,2,在厩,(美)高橋文雅,クロフネ,コスモハイクラス,ウォーニング,芦毛,0,0, 0- 0- 0- 0,コウトミックレーシング,イワミ牧場,在厩
2012100199,ライトザライト,牝,2,在厩,(美)高市圭二,トーセンダンス,ステージワンスモア,タニノギムレット,鹿毛,0,0, 0- 0- 0- 0,グリーンスウォード,競優牧場,在厩
2012100220,ガンバレヒトリッコ,牝,2,在厩,(美)根本康広,シルクハリアー,ミラクルモーメント,フジキセキ,鹿毛,0,0, 0- 0- 0- 0,福田光博,小泉学,在厩
2012100237,ソフォニスバ,牝,2,在厩,(美)栗田博憲,コンデュイット,コスモマーベラス,フジキセキ,栗毛,0,0, 0- 0- 0- 0,岡田繁幸,コスモヴューファーム,在厩
2012100323,スーパーフレア,牝,2,在厩,(美)和田正一,アルデバラン2,エリモルミナス,タイキシャトル,鹿毛,0,0, 0- 0- 0- 0,スピードファーム,スピードフアーム,在厩
2012100375,リベルテラミューズ,牝,2,在厩,(美)谷原義明,チチカステナンゴ,リマレックス,アグネスタキオン,黒鹿,0,0, 0- 0- 0- 0,竹本弘,田渕牧場,在厩
2012100612,マロンマロン,牝,2,在厩,(栗)清水久詞,スニッツェル,フェーデ,スペシャルウィーク,栗毛,0,0, 0- 0- 0- 0,藤田孟司,ノースヒルズ,在厩
2012100656,グッドピアス,牝,2,在厩,(栗)川村禎彦,ダイワメジャー,グッドティアラ,Singspiel,栗毛,0,0, 0- 0- 0- 0,杉立恭平,ヒノデファーム,在厩
2012101040,トゥルームーン,牝,2,在厩,(美)牧光二,マツリダゴッホ,アイアムトゥルー,"Yes It's True",鹿毛,0,0, 0- 0- 0- 0,鈴木芳夫,荒井ファーム,在厩
2012101122,トーセンワルツ,牝,2,在厩,(美)菅原泰夫,トーセンファントム,ワルツオブキャット,Songandaprayer,栗毛,0,0, 0- 0- 0- 0,島川隆哉,エスティファーム,在厩
2012101355,スペチアーレ,牝,2,在厩,(美)矢野英一,ダイワメジャー,ターキー,Sinndar,鹿毛,0,0, 0- 0- 0- 0,青山洋一,下河辺牧場,在厩
2012101554,ストロベリーズ,牝,2,在厩,(美)小島太,コマンズ,ストロベリーフェア,Kingmambo,青鹿,0,0, 0- 0- 0- 0,H.H.シェイク・モハメド,ダーレー・ジャパン・ファーム,在厩
2012101721,ショウナンマラーク,牝,2,在厩,(美)国枝栄,エンパイアメーカー,ショウナンアンジュ,フジキセキ,黒鹿,0,0, 0- 0- 0- 0,国本哲秀,日西牧場,在厩
2012101802,アルマニンファ,牝,2,在厩,(美)伊藤大士,スペシャルウィーク,シャルマンダー,Dehere,芦毛,0,0, 0- 0- 0- 0,コウトミックレーシング,日高大洋牧場,在厩
2012102128,ナデシコチョウサン,牝,2,在厩,(美)小笠倫弘,ディープインパクト,ステイヤング,サツカーボーイ,青鹿,0,0, 0- 0- 0- 0,チョウサン,坂東牧場,在厩
2012102144,エリー,牝,2,不在,(美)奥平雅士,ゴールドアリュール,パラダイスフラワー,ティンバーカントリー,栗毛,0,0, 0- 0- 0- 0,山本武司,びらとり牧場,不在
2012102170,シルフ,牝,2,在厩,(美)栗田徹,プリサイスエンド,オナーリーブ,ダンスインザダーク,黒鹿,0,0, 0- 0- 0- 0,ノースヒルズ,ノースヒルズ,在厩
2012102366,ノッツダルジェント,牝,2,不在,(栗)庄野靖志,バゴ,タイキトライアンフ,ファルブラヴ,青鹿,0,0, 0- 0- 0- 0,樋上博昭,タガミファーム,不在
2012102476,ワキノビクトリー,牝,2,不在,(栗)村山明,サムライハート,ワキノドライバー,スウェプトオーヴァーボード,芦毛,0,0, 0- 0- 0- 0,脇山良之,広田牧場,不在
2012102520,リリーグランツ,牝,2,在厩,(美)矢野英一,ハーツクライ,コメンデーション,コマンダーインチーフ,鹿毛,0,0, 0- 0- 0- 0,森岡幸人,前川正美,在厩
2012102602,パルミエ,牝,2,不在,(美)浅野洋一,ケイムホーム,イースタンロマン,ブライアンズタイム,黒鹿,0,0, 0- 0- 0- 0,井上修一,元茂牧場,不在
2012102670,フクムスメ,牝,2,不在,(美)武市康男,ファルブラヴ,サトノフタバ,アグネスタキオン,鹿毛,0,0, 0- 0- 0- 0,西村新一郎,荒谷輝和,不在
